id	tweet	subtask_a	subtask_b	subtask_c
34132	@USER Grover is antifa and keeps changing his appearance to hide from the government.   URL	NOT		
48973	@USER she  is  beautiful looks  like  mona  lisa	NOT		
32372	@USER @USER @USER @USER You are the 8 year old boy Trump fixed the disaster you and crooked and Barak left	NOT		
93447	@USER @USER Kyle long is fine. I bet he is just getting rest. Please at Brown over Sims.	NOT		
68660	@USER Breitbart must be hacked! Your headline says it all.	OFF	TIN	IND
41318	@USER @USER 100% agree.  If we see him starting this year it is because Maxi goes cold.  I hope he is a next year starter...	NOT		
67183	@USER She is with stormy	NOT		
45699	@USER @USER he is so beautiful!	NOT		
56870	@USER @USER He is a man who allowed the wife of one of his coaches to be abused for years while he covered it up. AND threw everyone including his own wife under the bus to help himself when all of his lies (he never thought anyone would know)came out. He is a total pos	OFF	TIN	IND
62054	@USER @USER I so hope you are right!!	NOT		
24155	@USER Great she needs to be gone she is a low life	NOT		
28028	@USER @USER @USER @USER Exterminated is a little harsh:  I agree with your first point whole heartedly.  I remember being advised not to go onto ESA as the stress testing was harsh and I would be better off going onto the work program because I was not eligible for any benefits (except housing benefit.	NOT		
55478	@USER They only reason they believe her is because she’s sabotaging kavanaughs chances of being a Supreme Court Justice. These elitists and radical liberals will do anything to sabotage Trumps presidency.	NOT		
62363	PANIC in DC Sessions/Huber having meetings...  #wwg1wga #qanon @USER #MAGA #walkaway @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL	NOT		
32850	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thanks Awake. Love you guys. 🙋‍♀️🇺🇸❤ Following all Patriots.	NOT		
73564	@USER elmo is antifa	NOT		
12587	@USER CA has always been blue and so have I. You don't seem to be doing very much except helping yourself. Like my neighbors you are a champagne socialist.	OFF	TIN	IND
52291	"@USER @USER @USER @USER @USER @USER And not one bit of any of that has anything to do with Trump at all."" - Liberals could care less who was responsible &amp; that the majority of the indictments were people Potus never met that did things while Obama was asleep at the wheel. Facts do not matter to the left."""	NOT		
48299	@USER @USER @USER Sensible gun control can only help. Mentally unstable people should not have guns. People with restraining orders should not have guns. No one needs a gun with a magazine more than 5-6 rounds (unless the zombie apocalypse happens).	OFF	TIN	GRP
86988	@USER @USER I believe ALL of this stuff is to bring in Gun Control. Gun Control = Disarming America.	NOT		
53244	@USER @USER They always get mad when they are losing money. 🇺🇸	NOT		
78837	@USER @USER @USER I guarantee you she is not going to allow herself to be put under oath.	NOT		
78350	@USER Tell her that she is a leader!!!	NOT		
98855	@USER @USER @USER Glad to hear it Jacob!  When?  @USER	NOT		
21707	@USER Amazing how many people voted guilty before proven innocent. Lots of liberals are voting in this poll obviously.	NOT		
27136	@USER @USER Is this for real?	NOT		
66923	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We all had fun!Loved watching eyes light up w excitement when he used their names as they asked questions😍Yes!He is talking to you!😍	NOT		
19267	@USER Dumb kid	OFF	TIN	IND
44903	@USER I am appalled that you are considering hosting a `midget’ wrestling spectacle. The word itself is offensive but an occasion like that will  perpetuate the stereotypes around dwarfism and is hugely damaging to the dwarf community. Please think again.	NOT		
50204	💥Putting faces to the Deep State💥  James O'Keefe of @USER Announces Deep State Investigation at the Gateway Eagle Forum. Fantastic! Looking forward to this 😁 #ConspiracyNoMore #PatriotsWin #TrumpTreason #TheTruthShallSetUsFree #MAGA #WWG1WGA URL	NOT		
65112	@USER YOU ARE CUTER THA ME SHHHH	OFF	TIN	IND
54898	@USER Rep Maxine Waters has been threatening violence on you the President and vise President. How come she is permitted to do this. Is the DOJ and Washington capital Police sleeping?? Why are all democrats above the law? This is a crime! URL	OFF	TIN	GRP
54549	"6/7  ....drunk 17-year-old tell us little about his character as 53-year-old, let alone about his competency as a jurist.""  But it seems a tad more likely that conservatives are merely clarifying, yet again, that “LAW AND ORDER MEANS USING THE LAW TO REINFORCE A SOCIAL ORDER."""""	OFF	TIN	IND
63058	@USER @USER @USER Glad she is OK	NOT		
80113	@USER What do you expect? #Hollyweeders aka Hollywood liberals	NOT		
48951	@USER @USER @USER @USER is anti-gop. He is part of the “Trump Party” and he is hoping for a pardon for ripping off hard working Americans.	OFF	TIN	IND
79987	"@USER He wasn't really different with who he is now."" Or probably Howard himself didn't really know his son.  ""He doesn't trust easily. You have to earn his trust before you can get to know the real him, I guess. Tony has, at all times, at least fifteen thoughts of varying --"""	NOT		
38880	"@USER I know you're here, and I do like you, a lot. But he is all I have left and I'm not going to lose him. Not again."""""	NOT		
86029	@USER @USER @USER No she's not she is looking for a job by being controversal. She is very bitter	OFF	TIN	IND
44987	@USER Because conservatism is dying and they know it is. So they are going to try everything in their power to hold on to their perception of what America should look like despite the fact most Americans are more centralist-liberals.	NOT		
30877	@USER @USER @USER I refuse to acknowledge the scampi nik nak. Nice and spicy obscures it through sheer brilliantness.	NOT		
81307	@USER Griffin thinks she is funny but she's not. She's a disgusting pig!!	OFF	TIN	IND
25180	"@USER  Regarding the story I think I'm going to kill the president"", why is it reporters ""never"" follow up on how a convicted felon could obtain, in this case, 6 guns? What's the police doing about, or would that bring light to the gun control issue? Bias?"""	OFF	TIN	IND
71376	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Follow everyone on this tweet. We have to fight Twitter AND the Democrats!	NOT		
31931	@USER No it’s because you are a horrible person🤮🤮🤮🤮	OFF	TIN	IND
36397	@USER @USER @ cooktragic  This NOT good news for either Australian women or Palestine.  It is ridiculous to pretend otherwise.  Our only hope is his election is not successful! Or the abysmal history of women in LNP continues.  He is not a gentleman. In our culture it is 'Ladies First'.	NOT		
22144	@USER @USER Even her brother thinks she is a monster: URL	OFF	UNT	
86550	@USER He hit the lotto	OFF	TIN	IND
18487	@USER This is incredible.  She is being demeaned because she stood up for herself? I hope she knows she has many who support her and stand with her.  She is an example for other women.	NOT		
17031	@USER @USER You love being on your knees....Your used to it Andy Vanderbilt! Stop being a hater and a liar when it comes to conservatives!	NOT		
72124	@USER Where is the gun control crowd now that illegal immigrants are waltzing into our country heavily armed	OFF	TIN	GRP
95451	@USER I should make a “sam has new hair and she is fabulous” sign that I have on my person for when we are together	NOT		
65955	@USER ...while wearing his t shirt promoting gun control...	NOT		
73453	@USER But where is Antifa going to shop now?	NOT		
24590	@USER @USER @USER @USER @USER Hahah a left telling a right he is making everything political.. too f’n funny!	NOT		
47716	@USER This is why women lose their credibility- she was empowered??? Ohhhh Me too! These women and liberals have high-jacked the movement for women who really have been abused. Disgusting	OFF	TIN	GRP
81401	@USER @USER where's McKenna? She no longer using Twitter. Did she defect to the Conservatives?	NOT		
83041	@USER She isn't a radical but you are so far right you are Kemp. You refused to pay any attention to what the people of Georgia want and need. That will be your undoing.	NOT		
86326	@USER yeah and conservatives work in real industries like coal mines/ oil rigs duhh	NOT		
74676	@USER And we have the right #Nottowatch	NOT		
29698	@USER He is the best!! They ended them all.	NOT		
20068	@USER @USER @USER He is talking about you big O.	NOT		
94142	@USER @USER Liberals mock President Trumps skin color and decapitated his likeness. They also threaten his family. Even Baron.	OFF	TIN	GRP
27502	@USER @USER @USER @USER So he is misogynistic cause his opinion is different?? I guess that makes you a bigot!	OFF	TIN	IND
64524	@USER @USER He should just stick to sports but Liberals can't help themselves.	NOT		
46813	@USER HE IS THE BEST	NOT		
37517	@USER Death to Jeremy Corbin by any means necessary !🤪👍	OFF	TIN	IND
15472	@USER Does this guy even read the Bible? URL	NOT		
84140	@USER @USER @USER @USER They are if you support gun control	NOT		
79577	@USER @USER do you know what flanking and muscle flashing is with an AR15?; educate yourself and close that c•€k hol~+€r...you don't know why u r talking about😡😡😡😡	OFF	TIN	IND
53784	@USER @USER I agree he is very intelligent and I like the latest policy of a sovereign wealth fund - something I've long supported. But he just doesn't cut through. Someone like Jo Swinson would get the party more air time imo.	OFF	TIN	IND
89221	@USER Disappointed in Taylor. Serena was wrong. don’t use your gender to be disrespectful. Serena should apologize to the winner &amp; ref	OFF	TIN	IND
40348	@USER Most definitely. I’m not advocating playing either game. Just thinking aloud they might play earlier.	NOT		
38392	@USER @USER @USER @USER @USER @USER She is a master of twisting words. That is her greatest skill	NOT		
89310	@USER @USER She loves Sailor Moon so of course she is	NOT		
32366	4) forgiveness is useless: she is trapped by trauma for 40y. Maybe if she lets go of her illusion of a perfect world where “this cannot happen” accept that she is the only one responsible of getting herself over this	NOT		
42523	"@USER No prison time for you. You're going to get McCain-ed""   😂🤣😂            #DeathPenalty  #Treason  #Pedogate #MAGA #QAnon"""	OFF	TIN	IND
93415	@USER @USER @USER It sounds like Joe is channeling all conservatives who've been under attack by liberals all these years. Is this what they call transference?	NOT		
58482	@USER Sounds like a great ad for gun control	NOT		
51452	...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain... URL	OFF	TIN	GRP
76435	@USER Christians been thinking women lie SINCE EVE and the start of Christianity....Conservatives just give it legislative and judical teeth to oppress women in the modern age.... #Kavanaugh  #KavanaughConfirmation  #metoo URL	NOT		
59307	@USER Dude...what happened to you? #messedup	NOT		
53870	@USER Ummm.   You are one of those people that shouldn’t be there.  😂	OFF	TIN	IND
79993	@USER @USER @USER @USER Well I just saw this and clicked on Bens link to see who he is and he has me blocked and I've never heard of him before.	NOT		
40418	@USER @USER @USER Oh it's ok if they're liberals....hadn't you heard 😡	NOT		
29658	@USER When they’re reviewing plays he is insufferable	NOT		
22707	@USER He's beyond moron.	OFF	TIN	IND
95681	@USER Funny- Kerry should know! Right! Standing with our President 👍🏼👍🏼👍🏼🇺🇸🇺🇸🇺🇸 @USER	NOT		
51044	@USER #LyingLiberals as usual. Put a republican in charge down there and see how quickly things improve. #HurricaneMaria pulled the veil off of liberals keeping people in #Poverty so they can stay in power promising a brighter day.	OFF	UNT	
56611	@USER Why would Kerry want to appear to be talking to the Iranians. There is no doubt he is trying to talk them into waiting out Trump. That's treason in my book to feel that you think you know better what the US policy should be than the US gov't. Promoting his book for personal gain!	NOT		
46988	@USER Not even close to what happened she is a liar and deflecting how idiotic her actions on the court looked	OFF	TIN	IND
23664	@USER I don't believe she's even getting death threats. Conservatives don't roll that way. Plus her &amp; her attorneys bankroll is Soros	OFF	TIN	IND
32147	"Kavanaugh Accuser Christine Blasey Ford May Testify Before Senate Judiciary Committee""  URL #TCOT #MAGA #RedNationRising"""	NOT		
31001	"@USER @USER @USER But again, these legal concepts have nothing to do with the need to regulate the purchase and possession of weapons, which is ALREADY regulated.  We currently have gun control"" and restrictions on 2nd Amendment rights.  Try to bring a gun into a courthouse."""	NOT		
25160	@USER NBC just doesn’t get it!  It has nothing to do with the day of the week or football. It has everything to do with the liberals looking down their noses at the American people. Their sanctimonious political remarks  - laughing at those who do not think like them.	NOT		
42456	@USER Dam white slave owners	OFF	TIN	GRP
64349	@USER lmaooo you are so wise ily	NOT		
82355	@USER Who will abuse it the most: liberals or RINOS?	OFF	TIN	GRP
62022	@USER Gun control is a weak subject for him. Two hands please	NOT		
62169	@USER Oppression... We need to start a movement.   Could be worse they could be Antifa dogs :)	OFF	TIN	GRP
37087	@USER @USER @USER Liberals have made it an art form. #TroughTime🐷 ♠️	NOT		
91919	@USER @USER @USER How many @USER backbenchers think it’s workable? URL	NOT		
36552	@USER Antifa fight fascists. Are you defending fascists? BLM is sick of crooked cops murdering unarmed Black people. Are you defending killer cops?	NOT		
31282	"#Kavanaugh issues more detailed response, confirms the view that he deserves an opportunity to defend his reputation: This is a completely false allegation. I have never done anything like what the accuser describes—to her or to anyone...."" URL"	OFF	TIN	IND
34891	@USER I accept your apology and you are excused	NOT		
48002	@USER me and my girl walked through San Francisco and I came up with a new game. Homeless or antifa. The homeless are so much more pleasant	NOT		
59002	@USER The Show Must Go On! We must have crazy liberals screaming and throwing a tantrum inside of that courtroom? If they let these same animals in as they did during the hearings this is just going to be another circus	OFF	TIN	GRP
11578	@USER Too bad!  Never liked him since I met him years ago!  Very uppity but you see what goes up must come down!  Never think you are too good for anything or anyone!	NOT		
13902	@USER Conservatives Are NOT his fan base have not been forever!!!!! Just trying to take out #Beto support and this is BS!!!	NOT		
61144	@USER She is PERFECT!! 💞💕💞 Love you both!	NOT		
13751	.@USER “I am breaking all the rules for running as a Democrat by speaking about sensible gun control. A woman at #MarchforOurLives told me how GA’s lax gun laws allowed her daughter to kill herself before she could intervene &amp; begged me to change the laws. We CAN win.” URL	OFF	UNT	
67674	@USER Glad you are at least safe! Sorry to hear about this whole mess 😕	NOT		
81179	@USER Omfg... 😂	OFF	TIN	GRP
25698	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We’ve also written a post about 5 metrics to measure the success of your B2B podcast: URL	NOT		
46498	@USER just saw your algae commercial blaming @USER that’s pretty rich considering you are the Gov and have done zero zip and now you want to be Senator of FL.	OFF	TIN	IND
60885	@USER Evil man. How would YOU know	NOT		
17492	@USER Trump needs to move to Egypt as he is constantly in de Nile.	NOT		
16918	@USER GD I thought he lost his voice?	NOT		
33193	"@USER Suddenly BozoObama is NOT politician""...&amp; certainly NOT that HE &amp; BillAyers &amp;DISGRACED ErikHolder started Police brutality Antifa,BLM,OWS ""movements"" &amp; didn't fund our US military as B4 for 8 yrs,but GAVE WORLD SPONSER OF TERROR IRAN $170. bil... NOOO!; not ol' ISIS-LOVER 'Bama."""	NOT		
96159	@USER It’s going to suck with any rating. Venom without the Spiderman origin isn’t really Venom. This is just a Sony cash grab.	OFF	UNT	
77559	Just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocon’s #NeverTrump crew was trying to deliver to them?  #MAGA 🇺🇸	OFF	UNT	
89350	@USER I knew you weren’t a Real Republican committed to your party!!!! You need to leave. Get out now!! You are a disgrace to every republican/conservative member who work towards solutions and does not constantly diminish The POTUS!!! Quit already.	OFF	TIN	IND
99645	@USER @USER @USER @USER @USER The stats from that are skewed. They considered “school shootings” a wide range that most didn’t even include a school. Just another fake stat to push gun control.	NOT		
53855	@USER @USER Which some fantasy gun ban you’re rolling over in your mind would prevent?    Gun Control Is Evil Misspelled  URL	OFF	UNT	
86649	@USER Is it bad that i like Quetsiyah. And thought Amara and Silas deserved it?	NOT		
25781	@USER We would rather keep Bieber than Trudeau. You are welcome to Trudeau	NOT		
35882	@USER Now how did this happen in gun control NYC?	NOT		
27456	@USER The transparency of their acts furthers the myth that all women are victims. Some truly are but these crazed liberals wouldn’t know one if they saw one. In the end their hubris will hurt the real women that really need help.	OFF	TIN	GRP
45086	@USER @USER 🥀😢😢😢😢😢 so sad and preventable. Lift gun control in Chicago. Allow decent people to defend themselves.	NOT		
29105	@USER Ever see when someone Is stuck in quicksand and gets the brilliant idea to reach down and pull their feet out... = ESPN	NOT		
28662	@USER @USER I think she is great	NOT		
35183	"@USER @USER @USER And civil rights,"" like the 'right' to kill your own child transcending a child's right to life...from the same people that insist on more stringent gun control laws to 'save the lives of children.' Let that sink in..."""	OFF	TIN	IND
41918	@USER @USER Why don't they want health care? Why do they want rich people to pay less taxes? Why don't they care about the deficit? Why don't they want any gun control? Why are they so afraid of immigrants? Why are they so full of hate when they control all branches of government? Why???	OFF	TIN	GRP
28993	@USER @USER My bias park JIMIN  he is perfect man 😍😍😍 #JIMIN #BTS #MAIN DANCER AND READ VOCAL💕 HEART YOU🤣💟👍 URL	NOT		
82917	Same here but the more he talks the dumber he looks WWGIWGA MAGA URL	OFF	TIN	IND
72928	@USER @USER Shove it The View you are the most despicable show on tv and like everyone always says “who watches these bimbos”!	OFF	UNT	
41981	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😂😂😂 your hilarious. You spin my words just as they spin Alex's words. I never said it didnt happen. I said it was a false flag and they had actors help garner public sympathy for gun control.	NOT		
98220	@USER Feel sorry for the voters no good choice 🐷	OFF	TIN	GRP
22712	@USER @USER What does Juan contribute on Fox? We all know which side of the fence he plays on. Pretty much know what he is going 2 say. Listening 2 him is like watching paint dry. I have better thgs 2 do😠🤢	OFF	TIN	IND
68792	@USER @USER Long time prisoners will also have a hard time while he is there.	NOT		
53538	@USER Leftist Collusion PreScreening Party	OFF	TIN	GRP
82909	@USER Sounds like a lot of liberals don't want America to know the truth.	NOT		
23779	@USER Just ask them how does having some of the toughest gun control laws working out for chicago	NOT		
30838	@USER What an empty soul you have.	OFF	TIN	IND
13075	@USER Go away my child. You are so boring that you can't even entertain a doubt.💩💩🐷🐷	OFF	TIN	IND
44499	@USER Or we could have gun control	NOT		
24878	@USER URL If you’re not an ancom then you should be on my side	NOT		
54245	"@USER @USER @USER She is a journalist and spreads fake info about painting of shree Krishnaji. Why people forget ligic &amp; professionalism when they try to be secular"". Do not tear our religious books to prove your stupidity. Fight your cause with moral means. URL"	OFF	TIN	IND
53575	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jaws V: When Jaws Jaws Back - Starring Kurt Chiselchest and Lorna Buxom  Whud I win?  It better not be one of them laser swords...Jess will b jealous.	OFF	TIN	IND
84930	@USER Never saw it before. It’s delicious	NOT		
90900	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Did I say something personal?	NOT		
19521	Is anyone surprised that a President who would commit treason with Russia to get elected would pick a rapist for the Supreme Court?#MondayMotivation #Deplorables #MAGA #MarinesagainstTrump #KavaNO #BlueWave2018 #PostponeTheVote #Kavanaugh #StopKavanaugh	OFF	TIN	IND
23534	@USER Can you take that to the bank?????	NOT		
70611	@USER @USER @USER He is correct	NOT		
37193	@USER Good Day   I trust that you are well  Please send me your email address	NOT		
36761	@USER You rock Laura.  We need the Rinos exposed.  They are hiding behind Republican status.  We need new blood in November.  It has to continue to 2020.  MAGA  Our forefathers would want us to save our Country.	NOT		
11048	@USER @USER @USER that sucks. Have plans?  you should team up with lemons!	OFF	TIN	IND
58145	@USER People need to get a life. She is a beautiful lady doing her job. They need to leave her alone and leave Tessa alone. Doesn’t matter what you are everybody needs to show love not hate.	NOT		
67076	@USER he is going extinct	NOT		
14992	@USER You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWG1WGA #WalkAway	OFF	TIN	IND
90231	2019 tours will include flights and hotels.	NOT		
29463	Trump is what we need #MAGA	NOT		
25019	@USER @USER @USER @USER I knew we would find out that this is all the liberals’ fault. 🙄	OFF	TIN	GRP
57820	@USER Excuse you.  Do you own Twitter? Do you have Twitter rights that no one else does?   If you continue to viciously attack and name call me - I will continue to respond and defend myself.     Typical liberal trying to argue all Antifa style.  Guess what?!? You still lose!	NOT		
77747	@USER 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 THAT SUMS UP THE STATE OF LIBERALS	NOT		
63168	@USER Brett Kavanaugh was supposed to be a selling point for GOP candidates in the midterm elections. But now he could become a liability...CBS enough of all your BS lies. Go away with your other liberals CNN. MSM. WE ARE NOT LISTENING TO YOUR IGNORANT BS Stories!!! 😡😡😡😡	OFF	TIN	GRP
61527	@USER @USER he is rushing to catch up to drumpf	NOT		
12171	@USER @USER Happy Birthday Tyler! May God favor you with a day as AMAZING as you are! Be blessed today &amp; always!! 🎉🎉	NOT		
61737	@USER Conservatives have become the cadaver party.	OFF	TIN	GRP
14146	@USER @USER @USER @USER So pleased you gave me the oppotunity to show some more truth1 thanks so much I love to use supporters of the corrupt as a billboard!  URL	NOT		
46938	@USER He is making faces like Peter strokz...	NOT		
39315	@USER His name is Coco!  He is a Pomeranian.  He's actually old.  He's is 12. The most loyal dog I have even known!	NOT		
87426	"@USER I dont think it was her race or looks. Biden and liberals were put on strategic defensive by CT's claim that he was being electronically lynched. He played the race card and liberals folded like cheap suits. GOPers now just do not care."""	NOT		
85841	@USER He is definitely an adorable little guy.	NOT		
21307	//You are all not ready for #makotoniijimaweek2018	NOT		
29648	. My God. #TheEmmys  And the limousine liberals are sick disgusting animals with no brains.  .	OFF	TIN	OTH
15718	@USER @USER Actually I think Antifa over took them and YOU contributed to their silence too..	NOT		
57440	#IdiotAlert Gun control activist David Hogg suggested AR-15s cannot be used for self-defense because they shoot further than handguns. URL	OFF	TIN	IND
17314	@USER I have long thought that liberals are children trapped in adult bodies.	OFF	TIN	GRP
82398	@USER @USER Of course he is. He will be remembered for being the biggest hypocrite in history. They change the rules constantly. #GOPHypocrites	OFF	TIN	IND
55751	@USER What does a snot nose 18-year-old kid know? He’s just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control. He is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about.	OFF	TIN	IND
21372	@USER @USER Why do you think liberals hate guns?  Bc we don’t think military weapons should be in civilian life? Please.	NOT		
95450	@USER Hedy Lamarr is a close second.  She is fascinating.	NOT		
46438	@USER ❤ You are beloved! ❤	NOT		
26489	@USER @USER Isn’t he married?  Where is his wife?	NOT		
57426	@USER That is a lot of guilt for Tucker to take upon himself. Surely he is not the only on at fault?	OFF	TIN	IND
23840	@USER Oh man I was just telling myself this today. Such good and encouraging advice when you are doing something new.	NOT		
92379	@USER @USER Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL	OFF	TIN	GRP
77358	. This little one is my why. She is the reason I strive each day to become a better version of who I already am. . Before babies I used to fear I’d never have enough time for a family.… URL	NOT		
13064	@USER @USER Omg shyt	OFF	TIN	IND
61302	@USER @USER Sir now to Russia....Putin is broke and a little bit crazy...The paltry 1.7 Trillion GDP might cause desperate actions from his dying regime. Denuclearization in exchange for oil patch tech. Thats all they have.. Sir..MAGA	OFF	TIN	GRP
94862	...and then there's this: URL  #TRUMPARMY🇺🇸© @USER #AllVetsRadio #VOC #TheBrooksBrown✔️ #MAGA❤️🇺🇸 @USER @USER  @USER  @USER  @USER URL	NOT		
54030	@USER @USER Pushed to my limits. URL	OFF	TIN	IND
53500	@USER @USER @USER #TrumpDerangementSyndrome Case number 3837252 Wow #liberals got it bad about the same as the #msm	NOT		
78967	@USER What a handsome boy! Reminds me of one of my fosters a little bit. Sorry I don’t have a better picture - she is one of the ones that got away. I’d have 20 if I could. URL	NOT		
15251	@USER She never planned to testify. It was all an act - one that fell flat very quickly.  Liberals will never learn.   We know their tactics. We can accurately predict their actions &amp; responses. We also know how to think &amp; do research. That's why they hate us. They can't control us.	OFF	TIN	GRP
15451	@USER She is your sister!lol	NOT		
97470	#cincinatti  well these shootings will keep happening because of your stupid gun laws so its time americans woke up and do something about it because it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will.	OFF	TIN	IND
77308	@USER @USER @USER Why would anyone be in group lock-step with either party? I’m in favor of gun control and believe in climate change. I’m against big government and wealth redistribution. Independent thinkers don’t fit into either party.	NOT		
35321	@USER His jewels have their own gravitational field!🛸	NOT		
23366	@USER National Unity? O you are so full of it! You just tweeted to get people mobilized. Does that mean paying people to mobilize and cause violence! Where is it that you spoke out about ANTIFA? A Official group of terrorists.	OFF	TIN	GRP
41560	"Chris Christie: Kavanaugh Allegations 'Extraordinarily Unfair'""  URL #TCOT #MAGA #RedNationRising"""	NOT		
28625	@USER @USER Such a cool Synchronicity..it def made my day!  Just released a thread w/exactly this concept.  #DeutscheBank connection is undoubtedly the pivot point..&amp; #Mueller has a crack squad of financial forensics experts on his team w/VAST DB $$-laundering knowledge.  Subpoena #Kavanaugh	NOT		
32435	.@USER used his #LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of @USER and the @USER The @USER are the only party who #DemandBetter for Britain URL	NOT		
47395	@USER She is inciting violence .  Big difference between free speech and inciting violence.  Sometimes you are expecting action good or bad from the words you use.  People must be held accountable for those words good or bad.	NOT		
51180	@USER I hope he can get back too ND🍀 Days He Is A Real Dawg!	NOT		
92132	@USER Trump is just playing whit liberals I bet this is his way to help conservatives win next elections and take credit. Trudeau is in the corner right now. Any deal whit USA will be bad for Canada.	NOT		
55276	"@USER @USER Serena is a bully. She threatened to shove a ball down the throat of a line judge in the 09 US Open. She was 2 points away from losing in the semifinals when she dbl faulted. She went ballistic and was penalized a point. She lost the match due to her threats. She's a bully"""	OFF	TIN	IND
66290	@USER There already is gun control tho...	NOT		
13665	@USER I don't think he needs a qualification.  But good  on you. I am impressed.  You are an inspiration to you younger peers.	NOT		
87376	@USER He is 100% and ballin'	NOT		
13793	@USER she is back !	NOT		
24340	@USER @USER The left have become a bunch of thugs. #NancyPelosi #chuckschumer	OFF	TIN	OTH
29007	@USER Full truth and justice.... URL	NOT		
47000	@USER @USER @USER European liberals and conservatives must stand together against populism. Follow my page if you think the same. @USER	NOT		
47771	@USER I do love you but don't give him an excuse..he isn't mentally ill he is a dangerous idiot!!!!	OFF	TIN	IND
29779	@USER @USER #brexit @USER So we are being dangled another fictional carrot by CONservatives of an increase in social housing in 2021......we don’t know what’s happening in 6 months? Are we meant to be as stupid as Trump supporters and swallow this propaganda?	NOT		
34666	*** TO BE DESTROYED 09/08/18 ***  We don't have a back story on friendly GLORIOUS....she is a sweet young lady who may just need a little time to decompress and feel confident. Please help her tonight!! URL … URL	NOT		
82331	@USER @USER Take a joke lefties. Her behaviour was disgusting. So it is drawn.	OFF	TIN	IND
71996	@USER @USER Latino Conservatives=Self-Hating Freaks	OFF	TIN	GRP
26157	@USER I can definitely do that for sure!	NOT		
89834	@USER @USER Whatever happened to innocent until proven guilty... liberals just want Kavanaugh to be guilty because Trump picked him. Get over yourselves	NOT		
10587	@USER Can we talk about how he is having the worst year of any player in yankee history?	OFF	TIN	IND
32786	.. this woman has nothing but play tennis and yet she is constantly being disrespectful it’s insane. the whole all owes her an apology atp URL	OFF	TIN	IND
55643	"@USER @USER (1) Ok lets play this game. Which side"" is openly advocating for the persecution of a race &amp; promoting segregation? Which is supporting a militant group very similar to Hitlers brown shirts (Antifa)? Which is calling for gun control (even wanted armbands)?"""	OFF	UNT	
35251	@USER I'll bet she is a liberal democrat.	NOT		
46699	@USER @USER @USER @USER @USER @USER Lol you are being mean.	OFF	TIN	IND
84112	@USER @USER Because he is a traitor	OFF	TIN	IND
16936	&gt;Literally runs through the wall. There was now a hole.  Master! You are okay? URL	NOT		
43458	@USER She is hot!!	NOT		
12806	@USER Shhh don’t let conservatives see this!! URL	NOT		
58280	@USER all those muscles	NOT		
11618	@USER He is so very stupid. Or is it he is just so concrete??	OFF	TIN	IND
38886	@USER She is delusional! Get rid of Electoral College so she and her corruption cronies can ruin the USA! They almost did!!! #VoteRedToSaveAmerica  #MAGA 🇺🇸🇺🇸🇺🇸	OFF	UNT	
56592	@USER I understand that.. but she has 4 children and she is mad because she and her 7 week old were asked to leave a book club meeting at 9:00... obviously someone was with her other children at home so why bring the baby	NOT		
63646	@USER @USER @USER @USER @USER @USER Bro we are one big happy family	NOT		
17691	@USER Fresh boy think he is strong 😂	NOT		
55006	1. My love ~ 2. . . . okai . . there you are ~ URL	NOT		
65469	@USER can you pls get rid of holly he is so uneducated of sports. Wheb you have sportscasters who have been throgh the sport and are professional in their presentation he looks like a joke	OFF	UNT	
91308	@USER He’ll no!!!! It’s all about creating New Democratic Voters!!	NOT		
54265	@USER @USER maybe it was democrat antifa	NOT		
